202678,36.278568268,-95.848091125,36.098491669,-95.859840393, M, S1200, N Mingo Valley Expy,OK,Y,6164.14
202679,36.136806488,-96.115196228,36.135406494,-96.115325928, M, S1200, N Wilson Ave,OK,Y,47.72
202680,36.307491302,-95.991424561,36.305145264,-95.991500854, M, S1200, N Cincinnati,OK,Y,79.54
202681,36.298465729,-95.990242004,36.297954559,-95.989654541, M, S1200, N Umbrella Ci,OK,Y,23.58
202682,35.291282654,-98.987625122,35.295558929,-98.987586975, M, S1200, N Glenn L English St,OK,Y,144.96
202683,35.413440704,-99.399673462,35.411670685,-99.400756836, M, S1200, N Van Buren Ave,OK,Y,74.34
202684,34.016658783,-96.144485474,34.018947601,-96.144470215, M, S1200, N Walker St,OK,Y,77.58
202685,35.108078003,-98.603294373,35.109863281,-98.603294373, M, S1200, N Carnegie St,OK,Y,60.51
202686,33.957649231,-95.869018555,33.966091156,-95.869041443, M, S1200, N 4020 Rd,OK,Y,286.13
202689,36.086410522,-96.584190369,36.090099335,-96.583381653, M, S1200, N A Ave,OK,Y,129.60
202690,35.526981354,-98.967178345,35.530216217,-98.967178345, M, S1200, N 6th St,OK,Y,109.61
202691,36.416225433,-94.898597717,36.473987579,-94.963233948, M, S1200, N 455,OK,Y,3623.16
202692,36.323554993,-99.758964539,36.326503754,-99.760986328, M, S1200, N Main St,OK,Y,114.21
202693,36.424873352,-97.890533447,36.419853210,-97.890518188, M, S1200, N Van Buren Byp,OK,Y,170.21
202694,36.396724701,-97.889999390,36.405765533,-97.890121460, M, S1200, N Van Buren St,OK,Y,306.49
202695,34.622982025,-97.396453857,34.628208160,-97.396446228, M, S1200, N Main St,OK,Y,177.19
202696,34.873588562,-99.502731323,34.891010284,-99.502433777, M, S1200, N Louis Tittle Ave,OK,Y,590.56
202697,34.473052979,-99.656013489,34.477844238,-99.656021118, M, S1200, N Lloyd St,OK,Y,162.38
202698,34.235874176,-96.679298401,34.245040894,-96.671295166, M, S1200, N Kemp Ave,OK,Y,385.14
202701,35.864082336,-97.932708740,35.871391296,-97.932662964, M, S1200, N Main St,OK,Y,247.73
202704,36.153865814,-97.621757507,36.158916473,-97.621803284, M, S1200, N Iowa Ave,OK,Y,171.17
202705,34.098224640,-96.775306702,34.099796295,-96.776123047, M, S1200, N 1st St,OK,Y,58.27
202706,35.806106567,-95.332450867,35.813293457,-95.331420898, M, S1200, N York St,OK,Y,245.33
202707,35.754974365,-95.402442932,35.766010284,-95.402519226, M, S1200, N 32nd St,OK,Y,374.06
202709,35.620033264,-97.585090637,35.725791931,-97.584663391, M, S1200, N Portland Ave,OK,Y,3585.39
202711,35.985061646,-96.767715454,36.052379608,-96.767158508, M, S1200, N Little Ave,OK,Y,2281.73
202712,35.123649597,-95.371376038,35.125556946,-95.371887207, M, S1200, N M St,OK,Y,66.20
202713,34.780807495,-96.669914246,34.774524689,-96.669891357, M, S1200, N Mississippi Ave,OK,Y,212.99
202714,35.373416901,-96.929794312,35.376312256,-96.929809570, M, S1200, N Kickapoo St,OK,Y,98.12
202715,36.193309784,-95.732147217,36.205669403,-95.726020813, S, S1200, N State Hwy 66,OK,Y,452.53
202716,36.447139740,-95.708297729,36.462276459,-95.707160950, M, S1200, N Hwy 169,OK,Y,514.63
202720,35.527324677,-95.114570618,35.529312134,-95.117530823, M, S1200, N Railroad St,OK,Y,105.98
202722,36.364635468,-95.848045349,36.365703583,-95.848068237, M, S1200, N 113th E Ave,OK,Y,36.17
202723,36.230594635,-95.975555420,36.274917603,-95.973709106, M, S1200, N 13th E Ave,OK,Y,1513.96
202724,36.307491302,-95.991424561,36.303302765,-95.991569519, M, S1200, N 4th W Ave,OK,Y,142.13
202725,36.274917603,-95.973709106,36.278583527,-95.973663330, M, S1200, N 13th E Ave,OK,Y,124.36
202726,36.285839081,-95.973640442,36.274917603,-95.973709106, M, S1200, N Peoria Ave,OK,Y,370.18
202727,36.292304993,-95.973648071,36.285839081,-95.973640442, M, S1200, N 13th E Ave,OK,Y,219.22
202728,35.962100983,-95.393585205,35.963745117,-95.392646790, M, S1200, N Hwy 69,OK,Y,61.62
202730,35.295558929,-98.987586975,35.311286926,-98.987518311, M, S1200, N Glenn L English St,OK,Y,533.10
202731,36.440433502,-99.204719543,36.446754456,-99.204452515, M, S1200, N Main St,OK,Y,214.65
202732,35.410671234,-99.404922485,35.411708832,-99.404899597, M, S1200, N Main St,OK,Y,35.25
202734,35.471393585,-98.355506897,35.474433899,-98.355461121, M, S1200, N Broadway,OK,Y,103.04
202735,35.464382172,-97.777740479,35.507900238,-97.777572632, M, S1200, N Frisco Rd,OK,Y,1475.00
202736,35.940635681,-94.966819763,35.944400787,-94.966827393, M, S1200, N Grand Ave,OK,Y,127.61
202737,33.948337555,-95.642280579,33.953342438,-95.641159058, M, S1200, N 4150 Rd,OK,Y,173.69
202738,34.019027710,-95.469314575,34.023326874,-95.469322205, M, S1200, N 4250 Rd,OK,Y,145.67
202739,35.139324188,-97.394676208,35.146060944,-97.394691467, M, S1200, N 3rd St,OK,Y,228.49
202740,35.222663879,-97.439117432,35.232849121,-97.441070557, M, S1200, N Porter Ave,OK,Y,358.29
202741,35.832813263,-96.390953064,35.840656281,-96.390640259, M, S1200, N Main St,OK,Y,266.89
202742,36.002922058,-96.114074707,35.998584747,-96.114196777, M, S1200, N Main St,OK,Y,147.96
202743,35.577533722,-98.964027405,35.580532074,-98.963905334, M, S1200, N 10th Ave,OK,Y,101.79
202745,36.410095215,-97.890480042,36.405429840,-97.890220642, M, S1200, N Van Buren Byp,OK,Y,158.30
